part,table,insurer,year,hb_context,hb_metric,hb_value,status,iris_metric,iris_lob,iris_cob,iris_value,ratio
Part I,2,Life Insurance Corporation of India,2015-16,,2015-16,266444.2056,ok,total_premium__inr,Life,All Classes,,
Part I,2,Life Insurance Corporation of India,2016-17,,2016-17,300487.3598,ok,total_premium__inr,Life,All Classes,,
Part I,2,Life Insurance Corporation of India,2017-18,,2017-18,318223.2056,ok,total_premium__inr,Life,All Classes,,
Part I,2,Life Insurance Corporation of India,2018-19,,2018-19,337505.0711,ok,total_premium__inr,Life,All Classes,,
Part I,2,Life Insurance Corporation of India,2019-20,,2019-20,379389.599,ok,total_premium__inr,Life,All Classes,,
Part I,2,Life Insurance Corporation of India,2020-21,,2020-21,403286.5548,ok,total_premium__inr,Life,All Classes,,
Part I,2,Life Insurance Corporation of India,2021-22,,2021-22,428024.9715,ok,total_premium__inr,Life,All Classes,,
Part I,2,Life Insurance Corporation of India,2022-23,,2022-23,474668.1363,ok,total_premium__inr,Life,All Classes,,
Part I,2,Life Insurance Corporation of India,2023-24,,2023-24,475751.92,ok,total_premium__inr,Life,All Classes,,
Part I,2,Life Insurance Corporation of India,2024-25,,2024-25,488848.92,ok,total_premium__inr,Life,All Classes,,
Part I,2,Acko Life Insurance Ltd.,2015-16,,2015-16,0.0,missing_zero,,,,,
Part I,2,Acko Life Insurance Ltd.,2016-17,,2016-17,0.0,missing_zero,,,,,
Part I,2,Acko Life Insurance Ltd.,2017-18,,2017-18,0.0,missing_zero,,,,,
Part I,2,Acko Life Insurance Ltd.,2018-19,,2018-19,0.0,missing_zero,,,,,
Part I,2,Acko Life Insurance Ltd.,2019-20,,2019-20,0.0,missing_zero,,,,,
Part I,2,Acko Life Insurance Ltd.,2020-21,,2020-21,0.0,missing_zero,,,,,
Part I,2,Acko Life Insurance Ltd.,2021-22,,2021-22,0.0,missing_zero,,,,,
Part I,2,Acko Life Insurance Ltd.,2022-23,,2022-23,0.0,missing_zero,,,,,
Part I,2,Acko Life Insurance Ltd.,2023-24,,2023-24,36.519222276,ok,total_premium__inr,Life,All Classes,,
Part I,2,Acko Life Insurance Ltd.,2024-25,,2024-25,64.05,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2015-16,,2015-16,1239.6657,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2016-17,,2016-17,1565.1863082,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2017-18,,2017-18,1783.2406999999998,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2018-19,,2018-19,1932.5167000000001,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2019-20,,2019-20,1842.5144999999998,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2020-21,,2020-21,1958.6374,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2021-22,,2021-22,2207.3009793,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2022-23,,2022-23,2288.9969,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2023-24,,2023-24,2697.3679732,ok,total_premium__inr,Life,All Classes,,
Part I,2,Ageas Federal Life Insurance Company Ltd.,2024-25,,2024-25,3072.7393489,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2015-16,,2015-16,1493.1463,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2016-17,,2016-17,1336.5063157,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2017-18,,2017-18,1344.2163,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2018-19,,2018-19,1264.9372,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2019-20,,2019-20,1193.6374,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2020-21,,2020-21,1165.2549,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2021-22,,2021-22,1268.1483971,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2022-23,,2022-23,1317.4529,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2023-24,,2023-24,1346.86,ok,total_premium__inr,Life,All Classes,,
Part I,2,Aviva Life Insurance Company India Ltd.,2024-25,,2024-25,1306.7709785,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2015-16,,2015-16,5897.3121,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2016-17,,2016-17,6183.3215588,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2017-18,,2017-18,7578.374599999999,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2018-19,,2018-19,8857.162699999999,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2019-20,,2019-20,9752.527699999999,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2020-21,,2020-21,12024.8414,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2021-22,,2021-22,16127.053767,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2022-23,,2022-23,19461.43,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2023-24,,2023-24,23043.0447,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bajaj Allianz Life Insurance Company Ltd.,2024-25,,2024-25,27160.0613651,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2015-16,,2015-16,501.6025,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2016-17,,2016-17,450.71914879999997,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2017-18,,2017-18,531.2067,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2018-19,,2018-19,568.8819,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2019-20,,2019-20,575.7366999999999,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2020-21,,2020-21,526.0716,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2021-22,,2021-22,416.4621916,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2022-23,,2022-23,369.948,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2023-24,,2023-24,430.9124,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bandhan Life Insurance Company Ltd.,2024-25,,2024-25,512.28,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2015-16,,2015-16,1208.3342,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2016-17,,2016-17,1396.5020186000002,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2017-18,,2017-18,1684.3914,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2018-19,,2018-19,2075.502,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2019-20,,2019-20,2187.2586,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2020-21,,2020-21,2280.8216,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2021-22,,2021-22,2601.5563086,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2022-23,,2022-23,2920.5789,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2023-24,,2023-24,2908.3026,ok,total_premium__inr,Life,All Classes,,
Part I,2,Bharti AXA Life Insurance Company Ltd.,2024-25,,2024-25,2979.95,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2015-16,,2015-16,2059.9613,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2016-17,,2016-17,2294.7053111,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2017-18,,2017-18,2781.0569,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2018-19,,2018-19,3490.7448,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2019-20,,2019-20,3942.8224999999998,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2020-21,,2020-21,5116.0297,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2021-22,,2021-22,5889.922701,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2022-23,,2022-23,7197.3832,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2023-24,,2023-24,7128.7011,ok,total_premium__inr,Life,All Classes,,
Part I,2,Canara HSBC Life Insurance Company Ltd.,2024-25,,2024-25,8027.46,ok,total_premium__inr,Life,All Classes,,
Part I,2,CreditAccess Life Insurance Ltd.,2015-16,,2015-16,0.0,missing_zero,,,,,
Part I,2,CreditAccess Life Insurance Ltd.,2016-17,,2016-17,0.0,missing_zero,,,,,
Part I,2,CreditAccess Life Insurance Ltd.,2017-18,,2017-18,0.0,missing_zero,,,,,
Part I,2,CreditAccess Life Insurance Ltd.,2018-19,,2018-19,0.0,missing_zero,,,,,
Part I,2,CreditAccess Life Insurance Ltd.,2019-20,,2019-20,0.0,missing_zero,,,,,
Part I,2,CreditAccess Life Insurance Ltd.,2020-21,,2020-21,0.0,missing_zero,,,,,
Part I,2,CreditAccess Life Insurance Ltd.,2021-22,,2021-22,0.0,missing_zero,,,,,
Part I,2,CreditAccess Life Insurance Ltd.,2022-23,,2022-23,0.0,missing_zero,,,,,
Part I,2,CreditAccess Life Insurance Ltd.,2023-24,,2023-24,96.9978,ok,total_premium__inr,Life,All Classes,,
Part I,2,CreditAccess Life Insurance Ltd.,2024-25,,2024-25,192.97,ok,total_premium__inr,Life,All Classes,,
Part I,2,Exide Life Insurance Company Ltd.*,2015-16,,2015-16,2046.9916,ok,total_premium__inr,Life,All Classes,,
Part I,2,Exide Life Insurance Company Ltd.*,2016-17,,2016-17,2408.5794736,ok,total_premium__inr,Life,All Classes,,
Part I,2,Exide Life Insurance Company Ltd.*,2017-18,,2017-18,2531.8866,ok,total_premium__inr,Life,All Classes,,
Part I,2,Exide Life Insurance Company Ltd.*,2018-19,,2018-19,2886.1971,ok,total_premium__inr,Life,All Classes,,
Part I,2,Exide Life Insurance Company Ltd.*,2019-20,,2019-20,3219.5856000000003,ok,total_premium__inr,Life,All Classes,,
Part I,2,Exide Life Insurance Company Ltd.*,2020-21,,2020-21,3324.7495,ok,total_premium__inr,Life,All Classes,,
Part I,2,Exide Life Insurance Company Ltd.*,2021-22,,2021-22,3767.9639566,ok,total_premium__inr,Life,All Classes,,
Part I,2,Exide Life Insurance Company Ltd.*,2022-23,,2022-23,0.0,missing_zero,,,,,
Part I,2,Exide Life Insurance Company Ltd.*,2023-24,,2023-24,0.0,missing_zero,,,,,
Part I,2,Exide Life Insurance Company Ltd.*,2024-25,,2024-25,0.0,missing_zero,,,,,
Part I,2,Future Generali India Life Insurance Company,2015-16,,2015-16,592.4993,ok,total_premium__inr,Life,All Classes,,
Part I,2,Future Generali India Life Insurance Company,2016-17,,2016-17,739.847189152,ok,total_premium__inr,Life,All Classes,,
Part I,2,Future Generali India Life Insurance Company,2017-18,,2017-18,992.2933,ok,total_premium__inr,Life,All Classes,,
Part I,2,Future Generali India Life Insurance Company,2018-19,,2018-19,1243.1647,ok,total_premium__inr,Life,All Classes,,
Part I,2,Future Generali India Life Insurance Company,2019-20,,2019-20,1480.2473,ok,total_premium__inr,Life,All Classes,,
Part I,2,Future Generali India Life Insurance Company,2020-21,,2020-21,1322.1944,ok,total_premium__inr,Life,All Classes,,
Part I,2,Future Generali India Life Insurance Company,2021-22,,2021-22,1433.5363222,ok,total_premium__inr,Life,All Classes,,
Part I,2,Future Generali India Life Insurance Company,2022-23,,2022-23,1758.0142,ok,total_premium__inr,Life,All Classes,,
Part I,2,Future Generali India Life Insurance Company,2023-24,,2023-24,1810.5379,ok,total_premium__inr,Life,All Classes,,
Part I,2,Future Generali India Life Insurance Company,2024-25,,2024-25,2510.8514594,ok,total_premium__inr,Life,All Classes,,
Part I,2,Go Digit Life Insurance Limited,2015-16,,2015-16,0.0,missing_zero,,,,,
Part I,2,Go Digit Life Insurance Limited,2016-17,,2016-17,0.0,missing_zero,,,,,
Part I,2,Go Digit Life Insurance Limited,2017-18,,2017-18,0.0,missing_zero,,,,,
Part I,2,Go Digit Life Insurance Limited,2018-19,,2018-19,0.0,missing_zero,,,,,
Part I,2,Go Digit Life Insurance Limited,2019-20,,2019-20,0.0,missing_zero,,,,,
Part I,2,Go Digit Life Insurance Limited,2020-21,,2020-21,0.0,missing_zero,,,,,
Part I,2,Go Digit Life Insurance Limited,2021-22,,2021-22,0.0,missing_zero,,,,,
Part I,2,Go Digit Life Insurance Limited,2022-23,,2022-23,0.0,missing_zero,,,,,
Part I,2,Go Digit Life Insurance Limited,2023-24,,2023-24,426.3587,ok,total_premium__inr,Life,All Classes,,
Part I,2,Go Digit Life Insurance Limited,2024-25,,2024-25,1069.4106412,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2015-16,,2015-16,16312.9776,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2016-17,,2016-17,19445.4858139,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2017-18,,2017-18,23564.4133,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2018-19,,2018-19,29186.024100000002,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2019-20,,2019-20,32706.893799999998,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2020-21,,2020-21,38583.4933,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2021-22,,2021-22,45962.8278034999,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2022-23,,2022-23,57533.4245,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2023-24,,2023-24,63076.481,ok,total_premium__inr,Life,All Classes,,
Part I,2,HDFC Life Insurance Company Ltd.,2024-25,,2024-25,71044.9130582,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2015-16,,2015-16,19164.3909,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2016-17,,2016-17,22354.0020861,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2017-18,,2017-18,27068.769200000002,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2018-19,,2018-19,30929.7742,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2019-20,,2019-20,33430.7038,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2020-21,,2020-21,35732.8245,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2021-22,,2021-22,37457.9934009,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2022-23,,2022-23,39932.7808,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2023-24,,2023-24,43235.6437,ok,total_premium__inr,Life,All Classes,,
Part I,2,ICICI Prudential Life Insurance Company Ltd.,2024-25,,2024-25,48950.71,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2015-16,,2015-16,1967.399955,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2016-17,,2016-17,2265.1746671769997,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2017-18,,2017-18,2309.009587,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2018-19,,2018-19,3212.552192,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2019-20,,2019-20,3360.436429,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2020-21,,2020-21,4055.5022,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2021-22,,2021-22,5186.564410664,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2022-23,,2022-23,6074.534139,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2023-24,,2023-24,6973.825345,ok,total_premium__inr,Life,All Classes,,
Part I,2,IndiaFirst Life Insurance Company Ltd.,2024-25,,2024-25,7218.0892,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2015-16,,2015-16,3971.6818,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2016-17,,2016-17,5139.5481275,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2017-18,,2017-18,6598.6722,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2018-19,,2018-19,8168.2903,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2019-20,,2019-20,10340.0786,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2020-21,,2020-21,11100.221,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2021-22,,2021-22,13015.1147983,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2022-23,,2022-23,15320.4591,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2023-24,,2023-24,17708.3826,ok,total_premium__inr,Life,All Classes,,
Part I,2,Kotak Mahindra Life Insurance Ltd.,2024-25,,2024-25,18375.659303216,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2015-16,,2015-16,2827.8346,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2016-17,,2016-17,3236.0799601,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2017-18,,2017-18,3953.5108,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2018-19,,2018-19,4777.1966,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2019-20,,2019-20,5506.9552,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2020-21,,2020-21,6032.8186,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2021-22,,2021-22,7348.2641545,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2022-23,,2022-23,8785.2056,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2023-24,,2023-24,9732.2806,ok,total_premium__inr,Life,All Classes,,
Part I,2,PNB Metlife India Insurance Company Ltd.,2024-25,,2024-25,11752.39,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2015-16,,2015-16,920.2098,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2016-17,,2016-17,1142.102727,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2017-18,,2017-18,1844.4590999999998,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2018-19,,2018-19,1816.8603,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2019-20,,2019-20,1228.0623,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2020-21,,2020-21,993.60045,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2021-22,,2021-22,1098.7751199,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2022-23,,2022-23,1495.3922,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2023-24,,2023-24,1919.3795,ok,total_premium__inr,Life,All Classes,,
Part I,2,Pramerica Life Insurance Company Ltd.,2024-25,,2024-25,2074.4349063,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2015-16,,2015-16,4398.1174,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2016-17,,2016-17,4026.8213239999995,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2017-18,,2017-18,4069.3707,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2018-19,,2018-19,4357.9268,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2019-20,,2019-20,4440.9394,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2020-21,,2020-21,4736.4505,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2021-22,,2021-22,5036.5740579,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2022-23,,2022-23,5122.0992,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2023-24,,2023-24,5536.8977,ok,total_premium__inr,Life,All Classes,,
Part I,2,Reliance Nippon  Life Insurance Company Ltd.,2024-25,,2024-25,5710.678548,ok,total_premium__inr,Life,All Classes,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2015-16,,2015-16,157.0542,ok,total_premium__inr,Life,All Classes,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2016-17,,2016-17,153.9406,ok,total_premium__inr,Life,All Classes,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2017-18,,2017-18,112.0257,ok,total_premium__inr,Life,All Classes,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2018-19,,2018-19,100.7089,ok,total_premium__inr,Life,All Classes,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2019-20,,2019-20,87.43130000000001,ok,total_premium__inr,Life,All Classes,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2020-21,,2020-21,73.2,ok,total_premium__inr,Life,All Classes,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2021-22,,2021-22,61.44,ok,total_premium__inr,Life,All Classes,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2022-23,,2022-23,44.192188462,ok,total_premium__inr,Life,All Classes,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2023-24,,2023-24,0.0,missing_zero,,,,,
Part I,2,Sahara  India Life Insurance Company Ltd.,2024-25,,2024-25,0.0,missing_zero,,,,,
Part I,2,Shriram Life Insurance Company Ltd.,2015-16,,2015-16,1022.1094,ok,total_premium__inr,Life,All Classes,,
Part I,2,Shriram Life Insurance Company Ltd.,2016-17,,2016-17,1207.9379817,ok,total_premium__inr,Life,All Classes,,
Part I,2,Shriram Life Insurance Company Ltd.,2017-18,,2017-18,1497.0367,ok,total_premium__inr,Life,All Classes,,
Part I,2,Shriram Life Insurance Company Ltd.,2018-19,,2018-19,1699.4624,ok,total_premium__inr,Life,All Classes,,
Part I,2,Shriram Life Insurance Company Ltd.,2019-20,,2019-20,1729.0545,ok,total_premium__inr,Life,All Classes,,
Part I,2,Shriram Life Insurance Company Ltd.,2020-21,,2020-21,2018.5332,ok,total_premium__inr,Life,All Classes,,
Part I,2,Shriram Life Insurance Company Ltd.,2021-22,,2021-22,2349.6027683,ok,total_premium__inr,Life,All Classes,,
Part I,2,Shriram Life Insurance Company Ltd.,2022-23,,2022-23,2546.3979049,ok,total_premium__inr,Life,All Classes,,
Part I,2,Shriram Life Insurance Company Ltd.,2023-24,,2023-24,3507.5378,ok,total_premium__inr,Life,All Classes,,
Part I,2,Shriram Life Insurance Company Ltd.,2024-25,,2024-25,4216.4240813,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2015-16,,2015-16,1307.4705,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2016-17,,2016-17,1510.8824703,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2017-18,,2017-18,1783.0066,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2018-19,,2018-19,1994.0744,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2019-20,,2019-20,2310.3590999999997,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2020-21,,2020-21,2998.6205,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2021-22,,2021-22,4136.8024163,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2022-23,,2022-23,5746.3651,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2023-24,,2023-24,6717.8664,ok,total_premium__inr,Life,All Classes,,
Part I,2,Star Union Dai-ichi Life Insurance Company L,2024-25,,2024-25,8260.38,ok,total_premium__inr,Life,All Classes,,
Part I,2,TATA AIA Life Insurance Company Ltd.,2015-16,,2015-16,2478.9602,ok,total_premium__inr,Life,All Classes,,
Part I,2,TATA AIA Life Insurance Company Ltd.,2016-17,,2016-17,3171.0834864999997,ok,total_premium__inr,Life,All Classes,,
Part I,2,TATA AIA Life Insurance Company Ltd.,2017-18,,2017-18,4162.9501,ok,total_premium__inr,Life,All Classes,,
Part I,2,TATA AIA Life Insurance Company Ltd.,2018-19,,2018-19,6069.7636,ok,total_premium__inr,Life,All Classes,,
Part I,2,TATA AIA Life Insurance Company Ltd.,2019-20,,2019-20,8308.5079,ok,total_premium__inr,Life,All Classes,,
