part,table,insurer,year,hb_context,hb_metric,hb_value,status,iris_metric,iris_lob,iris_cob,iris_value,ratio
Part I,11,Future Generali India Life Insurance Company,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2023-24,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2023-24,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2023-24,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2023-24,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2023-24,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2023-24,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2023-24,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2023-24,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2016-17,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2017-18,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2018-19,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2019-20,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2020-21,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2021-22,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2022-23,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2023-24,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2024-25,,Additions during the year*,0.0,missing_zero,,,,,
Part I,11,Acko Life Insurance Limited,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aditya Birla Sun Life Insurance Company Ltd.,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aditya Birla Sun Life Insurance Company Ltd.,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aditya Birla Sun Life Insurance Company Ltd.,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aditya Birla Sun Life Insurance Company Ltd.,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aditya Birla Sun Life Insurance Company Ltd.,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aditya Birla Sun Life Insurance Company Ltd.,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aditya Birla Sun Life Insurance Company Ltd.,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aditya Birla Sun Life Insurance Company Ltd.,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aditya Birla Sun Life Insurance Company Ltd.,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bandhan Life Insurance Company Limited,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bandhan Life Insurance Company Limited,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bandhan Life Insurance Company Limited,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bandhan Life Insurance Company Limited,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bandhan Life Insurance Company Limited,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bandhan Life Insurance Company Limited,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bandhan Life Insurance Company Limited,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bandhan Life Insurance Company Limited,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bandhan Life Insurance Company Limited,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aviva Life Insurance Company India Ltd.,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aviva Life Insurance Company India Ltd.,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aviva Life Insurance Company India Ltd.,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aviva Life Insurance Company India Ltd.,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aviva Life Insurance Company India Ltd.,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aviva Life Insurance Company India Ltd.,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aviva Life Insurance Company India Ltd.,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aviva Life Insurance Company India Ltd.,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Aviva Life Insurance Company India Ltd.,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bajaj Allianz Life Insurance Co Ltd,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bajaj Allianz Life Insurance Co Ltd,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bajaj Allianz Life Insurance Co Ltd,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bajaj Allianz Life Insurance Co Ltd,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bajaj Allianz Life Insurance Co Ltd,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bajaj Allianz Life Insurance Co Ltd,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bajaj Allianz Life Insurance Co Ltd,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bharti-AXA Life Insurance Co Ltd,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bharti-AXA Life Insurance Co Ltd,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bharti-AXA Life Insurance Co Ltd,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bharti-AXA Life Insurance Co Ltd,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bharti-AXA Life Insurance Co Ltd,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bharti-AXA Life Insurance Co Ltd,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bharti-AXA Life Insurance Co Ltd,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bharti-AXA Life Insurance Co Ltd,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Bharti-AXA Life Insurance Co Ltd,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Canara HSBC Life Insurance Company Ltd.,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Canara HSBC Life Insurance Company Ltd.,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Canara HSBC Life Insurance Company Ltd.,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Canara HSBC Life Insurance Company Ltd.,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Canara HSBC Life Insurance Company Ltd.,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Canara HSBC Life Insurance Company Ltd.,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Canara HSBC Life Insurance Company Ltd.,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Canara HSBC Life Insurance Company Ltd.,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Canara HSBC Life Insurance Company Ltd.,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Exide Life Insurance Company Ltd.$,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Exide Life Insurance Company Ltd.$,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Exide Life Insurance Company Ltd.$,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Exide Life Insurance Company Ltd.$,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Exide Life Insurance Company Ltd.$,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Exide Life Insurance Company Ltd.$,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Future Generali India Life Insurance Company,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,HDFC Life Insurance Company Ltd.,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,ICICI Prudential Life Insurance Company Ltd.,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,IndiaFirst Life Insurance Company Limited,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Axis Max Life Insurance Company Ltd,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,PNB MetLife India Insurance Co. Ltd.,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Pramerica Life Insurance Company Limited,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Reliance Nippon Life Insurance Company Ltd,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Sahara  India Life Insurance Company Ltd. **,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Shriram Life Insurance Co. Ltd.,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2019-20,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2020-21,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2021-22,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2022-23,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2023-24,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,Star Union Dai-ichi Life Insurance Company,2024-25,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2016-17,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2017-18,,Deletions during the year**,0.0,missing_zero,,,,,
Part I,11,TATA AIA LIFE INSURANCE CO. LTD,2018-19,,Deletions during the year**,0.0,missing_zero,,,,,
